registrant,client,trail4_income,n_quarters,first_seen,new_this_q,re_engaged,term_uuid,lda_public_url
"MERCHANT MCINTYRE & ASSOCIATES, LLC","Safire Technology Group, Inc.",120000,13,2023-Q1,False,0,e3ea58f5-05fe-4ed4-88e0-7a72663cc369,https://lda.senate.gov/filings/public/filing/e3ea58f5-05fe-4ed4-88e0-7a72663cc369/print/
"WILLIAMS AND JENSEN, PLLC",Sallie Mae Bank,120000,4,2025-Q2,False,0,ff7f7ed5-9cc5-4f67-8fd7-697429fb363a,https://lda.senate.gov/filings/public/filing/ff7f7ed5-9cc5-4f67-8fd7-697429fb363a/print/
AMERICAN DEFENSE INTERNATIONAL,Systecon North America,120000,11,2023-Q3,False,0,253afc54-6515-4648-aa2b-c136d8f041c1,https://lda.senate.gov/filings/public/filing/253afc54-6515-4648-aa2b-c136d8f041c1/print/
"PLATINUM ADVISORS DC, LLC",TILE,120000,17,2022-Q1,False,0,be21d75b-4553-46b4-a7ef-f981da3e6177,https://lda.senate.gov/filings/public/filing/be21d75b-4553-46b4-a7ef-f981da3e6177/print/
FAEGRE DRINKER BIDDLE & REATH LLP,TURQUOISE HEALTH CO.,120000,7,2024-Q3,False,0,43ad9066-2488-4abb-99d0-9763aa6b4558,https://lda.senate.gov/filings/public/filing/43ad9066-2488-4abb-99d0-9763aa6b4558/print/
MULLEN CONSULTING LLC,Transportation Intermediaries Association,120000,5,2025-Q1,False,0,e37fdc9d-df2b-47ac-bbd6-5828a5955255,https://lda.senate.gov/filings/public/filing/e37fdc9d-df2b-47ac-bbd6-5828a5955255/print/
BAKER & HOSTETLER LLP,UNIVERSITY OF ALABAMA HEALTH SYSTEM,120000,5,2025-Q1,False,0,79726bf1-d1b6-4098-928b-a85148f2b424,https://lda.senate.gov/filings/public/filing/79726bf1-d1b6-4098-928b-a85148f2b424/print/
VALERIE MORSE WHITE CONSULTING,Visa U.S.A. Inc.,120000,17,2022-Q1,False,0,6e90f9be-8061-48ad-8e01-cbec33e61948,https://lda.senate.gov/filings/public/filing/6e90f9be-8061-48ad-8e01-cbec33e61948/print/
HOLLAND & KNIGHT LLP,WOOD MACKENZIE,120000,4,2025-Q2,False,0,c1820854-0ff0-4fa5-b839-c36efd24561a,https://lda.senate.gov/filings/public/filing/c1820854-0ff0-4fa5-b839-c36efd24561a/print/
THE VOGEL GROUP,HDT BIO CORP,119000,5,2025-Q1,False,0,6be1691d-9328-49e2-a6a1-f1362b3595ae,https://lda.senate.gov/filings/public/filing/6be1691d-9328-49e2-a6a1-f1362b3595ae/print/
AVIVA STRATEGIES (FKA MGB CONSULTING),Ultragenyx Pharmaceutical,114000,4,2025-Q2,False,0,cb20d7b3-9a13-4b98-b40e-1ac0e941a0b4,https://lda.senate.gov/filings/public/filing/cb20d7b3-9a13-4b98-b40e-1ac0e941a0b4/print/
PETER DAMON GROUP LLC,BESI,112000,12,2023-Q2,False,0,942893df-6acc-49cc-ae20-f2aec90bf9b0,https://lda.senate.gov/filings/public/filing/942893df-6acc-49cc-ae20-f2aec90bf9b0/print/
THORN RUN PARTNERS,ARTANIS EMERGENCY COMMUNITIES,110000,3,2025-Q3,False,0,a36b0880-3095-4411-8de7-4d0adb4fd01a,https://lda.senate.gov/filings/public/filing/a36b0880-3095-4411-8de7-4d0adb4fd01a/print/
"REPUBLIC CONSULTING, LLC",AT SYSTEMS LLC,110000,8,2024-Q2,False,0,9e0e5b29-74ef-4424-aa23-646f8c0996e1,https://lda.senate.gov/filings/public/filing/9e0e5b29-74ef-4424-aa23-646f8c0996e1/print/
"RUBIN, TURNBULL & ASSOCIATES",AVALON PARK GROUP,110000,2,2025-Q4,False,0,1b3c6c04-ab2d-4809-8868-30fcb356d628,https://lda.senate.gov/filings/public/filing/1b3c6c04-ab2d-4809-8868-30fcb356d628/print/
VAN SCOYOC ASSOCIATES,"B.E. MEYERS & CO., INC.",110000,17,2022-Q1,False,0,493a2ff2-1145-48cd-a55b-eb68ad6fe7cf,https://lda.senate.gov/filings/public/filing/493a2ff2-1145-48cd-a55b-eb68ad6fe7cf/print/
HOLLAND & KNIGHT LLP,BIOPRINCIPIA,110000,4,2025-Q2,False,0,918cfd3b-a9ff-4205-af1e-2d23b9d00711,https://lda.senate.gov/filings/public/filing/918cfd3b-a9ff-4205-af1e-2d23b9d00711/print/
RIDGELINE ADVOCACY GROUP LLC,"CEMEX, Inc.",110000,5,2025-Q1,False,0,f056770b-228b-4fc6-91b8-afeec8e2f277,https://lda.senate.gov/filings/public/filing/f056770b-228b-4fc6-91b8-afeec8e2f277/print/
GLOBAL BUSINESS POLICY-DC,"Cargill, Inc.",110000,17,2022-Q1,False,0,6f4134e4-2b5d-424e-a804-be15a28e6452,https://lda.senate.gov/filings/public/filing/6f4134e4-2b5d-424e-a804-be15a28e6452/print/
MICHAEL BEST STRATEGIES LLC,Cleaner Economy Coalition,110000,5,2025-Q1,False,0,bcb7945d-7e57-4109-bf71-83cd010e2012,https://lda.senate.gov/filings/public/filing/bcb7945d-7e57-4109-bf71-83cd010e2012/print/
BGR GOVERNMENT AFFAIRS,DC Water,110000,5,2025-Q1,False,0,b2e49275-80b8-4f7e-a893-e7d8076fbaff,https://lda.senate.gov/filings/public/filing/b2e49275-80b8-4f7e-a893-e7d8076fbaff/print/
MICHAEL BEST STRATEGIES LLC,EVERDRIVEN,110000,5,2025-Q1,False,0,d5346086-3a15-42d0-905b-08491f80280c,https://lda.senate.gov/filings/public/filing/d5346086-3a15-42d0-905b-08491f80280c/print/
S-3 GROUP,"GEA MECHANICAL EQUIPMENT US, INC.",110000,7,2022-Q1,False,0,debba31a-42c9-4150-85d4-ad021652eb03,https://lda.senate.gov/filings/public/filing/debba31a-42c9-4150-85d4-ad021652eb03/print/
"MEHLMAN CONSULTING, INC.",GEN DIGITAL INC (FORMERLY REPORTED AS MONEYLION TECHNOLOGIES INC. (MONEYLION),110000,10,2022-Q1,False,0,2b3f4185-e3b6-4037-97d7-aa3c5603df3b,https://lda.senate.gov/filings/public/filing/2b3f4185-e3b6-4037-97d7-aa3c5603df3b/print/
VALIANT STRATEGIES LLC,Honduras Prospera Inc.,110000,5,2025-Q1,False,0,cfb3819a-bb01-4e9f-87f5-250fd8079858,https://lda.senate.gov/filings/public/filing/cfb3819a-bb01-4e9f-87f5-250fd8079858/print/
FIERCE GOVERNMENT RELATIONS,IHRSA (HEALTH & FITNESS ASSOCIATION) - THE GLOBAL HEALTH AND FITNESS ASSOCIATION,110000,13,2023-Q1,False,0,ab0aee86-8ebd-47f4-aef3-de466fb0605f,https://lda.senate.gov/filings/public/filing/ab0aee86-8ebd-47f4-aef3-de466fb0605f/print/
"JONES WALKER, LLP","Katuma, LLC",110000,3,2025-Q3,False,0,87eb1254-12c9-4064-8752-5472be0578d6,https://lda.senate.gov/filings/public/filing/87eb1254-12c9-4064-8752-5472be0578d6/print/
"ML STRATEGIES, LLC","MINTZ (ON BEHALF OF FULGENT GENETICS, INC.)",110000,11,2022-Q3,False,0,910643aa-b0c4-4cab-8a36-1065018c3c37,https://lda.senate.gov/filings/public/filing/910643aa-b0c4-4cab-8a36-1065018c3c37/print/
INVARIANT LLC,MOLTEN INDUSTRIES INC.,110000,4,2025-Q2,False,0,d31c8b6b-989d-4c88-b7a6-a0fdb5f419a5,https://lda.senate.gov/filings/public/filing/d31c8b6b-989d-4c88-b7a6-a0fdb5f419a5/print/
"TWINLOGIC STRATEGIES, LLP","MUSIC.INNOVATION.CONSUMERS COALITION ""MIC""",110000,17,2022-Q1,False,0,cf939a03-e77a-4c90-887c-96e5567828b5,https://lda.senate.gov/filings/public/filing/cf939a03-e77a-4c90-887c-96e5567828b5/print/
PATEL PARTNERS LLC,"Niagara Bottling, LLC",110000,2,2025-Q4,False,0,63e15a80-271b-4756-8ec6-951324736718,https://lda.senate.gov/filings/public/filing/63e15a80-271b-4756-8ec6-951324736718/print/
TIGER HILL PARTNERS LLC,"Opportunity Financial, LLC",110000,17,2022-Q1,False,0,32c75118-53e6-496d-bbda-aace0cf61800,https://lda.senate.gov/filings/public/filing/32c75118-53e6-496d-bbda-aace0cf61800/print/
COZEN O'CONNOR PUBLIC STRATEGIES,"RADNET, INC.",110000,17,2022-Q1,False,0,1b42558b-5bdf-4544-8c00-3e3f5c7b94a7,https://lda.senate.gov/filings/public/filing/1b42558b-5bdf-4544-8c00-3e3f5c7b94a7/print/
THE MCMANUS GROUP,ROYAL BIOLOGICS,110000,3,2025-Q3,False,0,74280332-c2ab-4272-849a-03ac78d2fecb,https://lda.senate.gov/filings/public/filing/74280332-c2ab-4272-849a-03ac78d2fecb/print/
VAN SCOYOC ASSOCIATES,SAN DIEGO STATE UNIVERSITY RESEARCH FOUNDATION,110000,17,2022-Q1,False,0,62e53ed3-1ef8-47bf-9fc8-d26403899287,https://lda.senate.gov/filings/public/filing/62e53ed3-1ef8-47bf-9fc8-d26403899287/print/
NESTPOINT ASSOCIATES LLC,URGENTFLEX HOLDING LLC,110000,5,2025-Q1,False,0,55a31946-8f74-4ee3-9344-e0154bdddac3,https://lda.senate.gov/filings/public/filing/55a31946-8f74-4ee3-9344-e0154bdddac3/print/
SALT POINT STRATEGIES,Vertex Pharmaceuticals Incorporated,110000,5,2025-Q1,False,0,9a9dc0bf-d583-4796-bb35-a4cfde327a05,https://lda.senate.gov/filings/public/filing/9a9dc0bf-d583-4796-bb35-a4cfde327a05/print/
CLARK STREET ASSOCIATES,"VulcanForms, Inc.",110000,5,2025-Q1,False,0,694713ca-ac15-478b-be5c-19a00a4dfdd5,https://lda.senate.gov/filings/public/filing/694713ca-ac15-478b-be5c-19a00a4dfdd5/print/
VALCOUR LLC,WATCHTOWER LLC,110000,5,2025-Q1,False,0,2d164215-2eba-4c4c-bc68-ebf7a587fe7b,https://lda.senate.gov/filings/public/filing/2d164215-2eba-4c4c-bc68-ebf7a587fe7b/print/
"PORTER GROUP, LLC",WORKNOW HAWAII,110000,5,2025-Q1,False,0,cfa981ca-397b-4bb5-afa1-4977084dbee9,https://lda.senate.gov/filings/public/filing/cfa981ca-397b-4bb5-afa1-4977084dbee9/print/
INVARIANT LLC,eGenesis Inc.,110000,6,2024-Q4,False,0,f1e2ed42-f61c-4be1-9ec0-13c1e64c23b3,https://lda.senate.gov/filings/public/filing/f1e2ed42-f61c-4be1-9ec0-13c1e64c23b3/print/
FS VECTOR LLC,SmartContract Inc.,105000,4,2025-Q2,False,0,9430e496-156c-4c7e-b49d-dd99f66e63f3,https://lda.senate.gov/filings/public/filing/9430e496-156c-4c7e-b49d-dd99f66e63f3/print/
BRAMER GROUP LLC,KONGSBERG MARITIME INCORPORATED,104000,17,2022-Q1,False,0,67f07b5e-8fb6-41bd-a053-f4deb797ef56,https://lda.senate.gov/filings/public/filing/67f07b5e-8fb6-41bd-a053-f4deb797ef56/print/
"HALL, RENDER, KILLIAN, HEATH & LYMAN, P.C.","TELIX PHARMACEUTICALS, INC.",104000,12,2023-Q2,False,0,d2190dc7-bc72-48dc-b8bf-cf4b95d483be,https://lda.senate.gov/filings/public/filing/d2190dc7-bc72-48dc-b8bf-cf4b95d483be/print/
ALSTON & BIRD LLP,AMERICAN COLLEGE OF LIFESTYLE MEDICINE,100000,17,2022-Q1,False,0,f8f478ad-a2b3-425b-bf4c-aa23232fcb6d,https://lda.senate.gov/filings/public/filing/f8f478ad-a2b3-425b-bf4c-aa23232fcb6d/print/
FOLEY & LARDNER LLP,AMITY FOUNDATION,100000,17,2022-Q1,False,0,9cc552be-71f7-4953-aa41-2c18713eeaa9,https://lda.senate.gov/filings/public/filing/9cc552be-71f7-4953-aa41-2c18713eeaa9/print/
COZEN O'CONNOR PUBLIC STRATEGIES,"American Water Works Service Company, Inc.",100000,17,2022-Q1,False,0,5638c77c-e78b-4c8e-b944-625e2a6da6cb,https://lda.senate.gov/filings/public/filing/5638c77c-e78b-4c8e-b944-625e2a6da6cb/print/
CHARTWELL STRATEGY GROUP LLC,Arthur Kill Terminal LLC,100000,5,2025-Q1,False,0,198f8f7a-9f6c-406a-bbd7-16e3ad4a0ca5,https://lda.senate.gov/filings/public/filing/198f8f7a-9f6c-406a-bbd7-16e3ad4a0ca5/print/
COZEN O'CONNOR PUBLIC STRATEGIES,CAPITAL MAGNET FUND COALITION (AD HOC COALITION),100000,17,2022-Q1,False,0,8362ee66-9ab9-4767-85c1-fae9a9a733dd,https://lda.senate.gov/filings/public/filing/8362ee66-9ab9-4767-85c1-fae9a9a733dd/print/
STEPTOE LLP,CARBON CAPTURE INC.,100000,7,2024-Q3,False,0,40327895-d96b-48a1-b7b9-80f78b869098,https://lda.senate.gov/filings/public/filing/40327895-d96b-48a1-b7b9-80f78b869098/print/
"DB3, LLC (FKA THE DASCHLE GROUP)",Comcast Corporation,100000,9,2024-Q1,False,0,f32ca3f5-9d39-466a-b8a1-e484922c6e54,https://lda.senate.gov/filings/public/filing/f32ca3f5-9d39-466a-b8a1-e484922c6e54/print/
ERNST & YOUNG LLP (WASHINGTON COUNCIL ERNST & YOUNG),"Energizer Holdings, Inc.",100000,4,2025-Q2,False,0,fbbf2b11-9d67-4444-af96-7a6123c5c942,https://lda.senate.gov/filings/public/filing/fbbf2b11-9d67-4444-af96-7a6123c5c942/print/
"FRANKLIN SQUARE GROUP, LLC",FIAT CHAIN HOLDINGS LLC,100000,4,2025-Q2,False,0,7b6f8fd4-da4d-4bc2-a492-9a253c0b9db0,https://lda.senate.gov/filings/public/filing/7b6f8fd4-da4d-4bc2-a492-9a253c0b9db0/print/
AKIN GUMP STRAUSS HAUER & FELD,GENERAL ELECTRIC COMPANY DBA GE AEROSPACE,100000,4,2025-Q2,False,0,db81c08e-4778-49a6-857c-f0d5a40037ee,https://lda.senate.gov/filings/public/filing/db81c08e-4778-49a6-857c-f0d5a40037ee/print/
"NEALE CREEK, LLC",GiveDirectly,100000,5,2025-Q1,False,0,40983700-751f-45f6-942f-8572861d82ba,https://lda.senate.gov/filings/public/filing/40983700-751f-45f6-942f-8572861d82ba/print/
"ALPINE GROUP PARTNERS, LLC.",Glass Aviation Holdings Inc,100000,4,2025-Q2,False,0,318e1eee-790f-44d0-9e3d-7537e43925fe,https://lda.senate.gov/filings/public/filing/318e1eee-790f-44d0-9e3d-7537e43925fe/print/
"THEGROUP DC, LLC","HERTHA METALS, INC.",100000,3,2025-Q3,False,0,701ece18-52d2-4265-ab41-d53ac3d20154,https://lda.senate.gov/filings/public/filing/701ece18-52d2-4265-ab41-d53ac3d20154/print/
NESTPOINT ASSOCIATES LLC,HUIONE PAY PLC,100000,3,2025-Q3,False,0,41c11827-1eb3-4855-8ab5-6fbf0ecbf5f0,https://lda.senate.gov/filings/public/filing/41c11827-1eb3-4855-8ab5-6fbf0ecbf5f0/print/
COZEN O'CONNOR PUBLIC STRATEGIES,"Habitat for Humanity International, Inc.",100000,6,2024-Q4,False,0,8611b19b-b70f-49c2-a676-8e344891c41f,https://lda.senate.gov/filings/public/filing/8611b19b-b70f-49c2-a676-8e344891c41f/print/
SALT POINT STRATEGIES,"Independence Blue Cross, LLC",100000,5,2025-Q1,False,0,d5a81fbb-210c-4651-8da7-443edb465a8a,https://lda.senate.gov/filings/public/filing/d5a81fbb-210c-4651-8da7-443edb465a8a/print/
STRATEGIC MARKETING INNOVATIONS,LOWELL COMMUNITY HEALTH CENTER,100000,7,2024-Q3,False,0,adcfe392-c3ed-454f-b67d-4d45f6d1dbb0,https://lda.senate.gov/filings/public/filing/adcfe392-c3ed-454f-b67d-4d45f6d1dbb0/print/
COZEN O'CONNOR PUBLIC STRATEGIES,Lockheed Martin Corporation,100000,8,2024-Q2,False,0,587d72fa-8e05-4f12-834e-b5f865f88bce,https://lda.senate.gov/filings/public/filing/587d72fa-8e05-4f12-834e-b5f865f88bce/print/
COZEN O'CONNOR PUBLIC STRATEGIES,"MELTSNER STRATEGIES, LLC ON BEHALF OF INSTITUTE FOR RESPONSIVE GOVT ACTIONS, INC",100000,6,2024-Q4,False,0,94cb1c03-f161-43e5-88c5-eae5452eb7c5,https://lda.senate.gov/filings/public/filing/94cb1c03-f161-43e5-88c5-eae5452eb7c5/print/
STRATEGIC MARKETING INNOVATIONS,PACIFIC SCIENTIFIC ENERGETIC MATERIALS COMPANY,100000,17,2022-Q1,False,0,3aa342c2-bb5b-43ea-9c23-2ea0f167af13,https://lda.senate.gov/filings/public/filing/3aa342c2-bb5b-43ea-9c23-2ea0f167af13/print/
TONIO BURGOS & ASSOCIATES OF NEW JERSEY LLC,PARA LA NATURALEZA INC,100000,17,2022-Q1,False,0,e8954f62-6fa7-4906-892f-ac94afc2d4fb,https://lda.senate.gov/filings/public/filing/e8954f62-6fa7-4906-892f-ac94afc2d4fb/print/
TODD STRATEGY GROUP,PEARSON EDUCATION,100000,6,2024-Q4,False,0,be3fdcc0-9bcb-4cbd-8e3d-d8eaa5388451,https://lda.senate.gov/filings/public/filing/be3fdcc0-9bcb-4cbd-8e3d-d8eaa5388451/print/
BRYAN CAVE LEIGHTON PAISNER LLP,PREPASS SAFETY ALLIANCE FORMERLY REPORTED AS HELP INC,100000,17,2022-Q1,False,0,d499cba6-e948-4c4a-951f-d64f86bbca34,https://lda.senate.gov/filings/public/filing/d499cba6-e948-4c4a-951f-d64f86bbca34/print/
THE VOGEL GROUP,RENEWABLE BIOFUELS,100000,17,2022-Q1,False,0,6c616504-0c41-4b9e-9a93-0ec00e002fb8,https://lda.senate.gov/filings/public/filing/6c616504-0c41-4b9e-9a93-0ec00e002fb8/print/
PILLSBURY WINTHROP SHAW PITTMAN LLP,SYNDERYS CYBER SOLUTIONS,100000,6,2024-Q4,False,0,3648593b-0e0b-4e8b-a025-3d2e281b171a,https://lda.senate.gov/filings/public/filing/3648593b-0e0b-4e8b-a025-3d2e281b171a/print/
FREEMYER & ASSOCIATES P.C.,Southern Environmental Law Center,100000,12,2023-Q2,False,0,af0f286b-edfa-43ec-a9ae-e4221b5bb5d4,https://lda.senate.gov/filings/public/filing/af0f286b-edfa-43ec-a9ae-e4221b5bb5d4/print/
"CORNERSTONE GOVERNMENT AFFAIRS, INC.",Sublime Systems,100000,2,2025-Q4,False,0,a04ea3d7-9a24-411c-a814-f8a6c6afadf3,https://lda.senate.gov/filings/public/filing/a04ea3d7-9a24-411c-a814-f8a6c6afadf3/print/
MAVEN ADVOCACY PARTNERS LLC,"THE PRIVATE SUITE LAX, LLC",100000,2,2025-Q4,False,0,074f93b7-5c7b-4ca9-899e-3434915ea586,https://lda.senate.gov/filings/public/filing/074f93b7-5c7b-4ca9-899e-3434915ea586/print/
"CASSIDY & ASSOCIATES, INC.",Trout Unlimited,100000,9,2024-Q1,False,0,934984f0-a84d-433a-b73c-0c893acafe19,https://lda.senate.gov/filings/public/filing/934984f0-a84d-433a-b73c-0c893acafe19/print/
BGR GOVERNMENT AFFAIRS,"Vineyard Wind, LLC",100000,17,2022-Q1,False,0,a49d7b5e-f4d4-4109-b060-07ac20ce994a,https://lda.senate.gov/filings/public/filing/a49d7b5e-f4d4-4109-b060-07ac20ce994a/print/
"CASSIDY & ASSOCIATES, INC.","Vision Products, LLC",100000,17,2022-Q1,False,0,498d1263-6823-43c7-bec2-5f93aba6fa33,https://lda.senate.gov/filings/public/filing/498d1263-6823-43c7-bec2-5f93aba6fa33/print/
"TSG ADVOCATES DC, LLC","RAPTOR TECHNOLOGIES, LLC",96000,5,2025-Q1,False,0,b6156abe-985f-474c-96d0-c0836ab4fec9,https://lda.senate.gov/filings/public/filing/b6156abe-985f-474c-96d0-c0836ab4fec9/print/
HB STRATEGIES (FKA HUSCH BLACKWELL STRATEGIES),"CJ Lake, LLC (on behalf of County of Alameda, California)",95000,14,2022-Q4,False,0,4edcfb54-c010-4db8-b01f-092e73c11fab,https://lda.senate.gov/filings/public/filing/4edcfb54-c010-4db8-b01f-092e73c11fab/print/
"COVENANT GOVERNMENT AFFAIRS, LLC",Analex Corporation dba Arcfield,92000,5,2025-Q1,False,0,ee3672c5-2af1-499f-b70f-2ec5d980b824,https://lda.senate.gov/filings/public/filing/ee3672c5-2af1-499f-b70f-2ec5d980b824/print/
"E2C STRATEGIES, LLC",OPENPOLICY,92000,8,2024-Q2,False,0,43d47249-b157-4f1b-9386-09132e85057f,https://lda.senate.gov/filings/public/filing/43d47249-b157-4f1b-9386-09132e85057f/print/
MCDERMOTT+ LLC,ADVOCATE AURORA HEALTHCARE,90000,17,2022-Q1,False,0,91d9bb38-1186-4cff-a383-bab74fb08e44,https://lda.senate.gov/filings/public/filing/91d9bb38-1186-4cff-a383-bab74fb08e44/print/
ALTERRA,ALTERRA,90000,5,2025-Q1,False,0,56624515-9df3-474c-8c57-8e9885285be5,https://lda.senate.gov/filings/public/filing/56624515-9df3-474c-8c57-8e9885285be5/print/
FEDERAL BUSINESS GROUP,"ARTEMIS, INC",90000,6,2024-Q4,False,0,6a21a17a-2e48-4a76-8762-27696d6977dd,https://lda.senate.gov/filings/public/filing/6a21a17a-2e48-4a76-8762-27696d6977dd/print/
"JIM MASSIE & PARTNERS, LLC",Americans for Carbon Dividends,90000,17,2022-Q1,False,0,bbc49cbc-9f74-43da-b5ed-d004efaec712,https://lda.senate.gov/filings/public/filing/bbc49cbc-9f74-43da-b5ed-d004efaec712/print/
"BROWNSTEIN HYATT FARBER SCHRECK, LLP",Ara Partners,90000,6,2024-Q4,False,0,79275b30-f22c-4fb6-ada4-7fbc8ebdd831,https://lda.senate.gov/filings/public/filing/79275b30-f22c-4fb6-ada4-7fbc8ebdd831/print/
"1607 STRATEGIES, LLC","BEST EGG, INC. FKA MARLETTE HOLDINGS, INC.",90000,17,2022-Q1,False,0,7f4b8cef-9905-43e0-88e8-8ce8a1c408c1,https://lda.senate.gov/filings/public/filing/7f4b8cef-9905-43e0-88e8-8ce8a1c408c1/print/
VAN SCOYOC ASSOCIATES,BioSTL,90000,17,2022-Q1,False,0,030506f0-2037-4d3e-be74-3a96079f5aa2,https://lda.senate.gov/filings/public/filing/030506f0-2037-4d3e-be74-3a96079f5aa2/print/
FGS GLOBAL (US) LLC (FKA FGH HOLDINGS LLC),Bridger Photonics,90000,3,2025-Q3,False,0,c040a2db-04f1-49f1-976b-0448e26d52eb,https://lda.senate.gov/filings/public/filing/c040a2db-04f1-49f1-976b-0448e26d52eb/print/
MG HOUSING STRATEGIES LLC,CALIFORNIA HOUSING CONSORTIUM,90000,4,2025-Q2,False,0,7edc4af0-9a3b-4904-b20c-159f2da61d41,https://lda.senate.gov/filings/public/filing/7edc4af0-9a3b-4904-b20c-159f2da61d41/print/
VALCOUR LLC,CHALDEAN COMMUNITY FOUNDATION,90000,4,2025-Q2,False,0,45a09ced-a6e2-473c-a3a5-9d0b267b694c,https://lda.senate.gov/filings/public/filing/45a09ced-a6e2-473c-a3a5-9d0b267b694c/print/
"MCHUGH LEMAY ASSOC., LLC","CLARK STREET ASSOCIATES ON BEHALF OF VULCANFORMS, INC.",90000,5,2025-Q1,False,0,3c9939ad-8502-4bff-807e-8d9ce26b71b4,https://lda.senate.gov/filings/public/filing/3c9939ad-8502-4bff-807e-8d9ce26b71b4/print/
STRATEGIC MARKETING INNOVATIONS,CODAGENIX,90000,15,2022-Q2,False,0,847ba443-c49c-458e-a23c-53150ba09966,https://lda.senate.gov/filings/public/filing/847ba443-c49c-458e-a23c-53150ba09966/print/
"TIDES GROUP, LLC","CRYSTAL CLEAN, INC.",90000,5,2025-Q1,False,0,2ed9af38-4a21-426e-bba1-62e0c2ef2967,https://lda.senate.gov/filings/public/filing/2ed9af38-4a21-426e-bba1-62e0c2ef2967/print/
"TIDES GROUP, LLC",ENTACT LLC,90000,5,2025-Q1,False,0,1392969d-7e00-4820-aa65-9c1782d9b9c0,https://lda.senate.gov/filings/public/filing/1392969d-7e00-4820-aa65-9c1782d9b9c0/print/
"BOCKORNY GROUP, INC.","Find Solace, Inc.",90000,2,2025-Q4,False,0,aba80ebd-d186-4998-8831-74e9782a3420,https://lda.senate.gov/filings/public/filing/aba80ebd-d186-4998-8831-74e9782a3420/print/
INVARIANT LLC,"HEARTLAND WATER TECHNOLOGY, INC.",90000,3,2025-Q3,False,0,98e95110-6910-4653-85cb-3f2d66c926fc,https://lda.senate.gov/filings/public/filing/98e95110-6910-4653-85cb-3f2d66c926fc/print/
"TSG ADVOCATES DC, LLC","HELLOGOV AI, INC.",90000,4,2025-Q2,False,0,d2921dde-215c-496d-9965-68d5d84bf509,https://lda.senate.gov/filings/public/filing/d2921dde-215c-496d-9965-68d5d84bf509/print/
"BALLARD PARTNERS, LLC","L3Harris Technologies, Inc.",90000,8,2024-Q2,False,0,a0d62d20-5b4e-43c9-b316-2686cc6949ec,https://lda.senate.gov/filings/public/filing/a0d62d20-5b4e-43c9-b316-2686cc6949ec/print/
"BALLARD PARTNERS, LLC",LEE COUNTY BOARD OF COUNTY COMMISSIONERS,90000,13,2023-Q1,False,0,67865986-bf24-4228-aecd-cde932ec7723,https://lda.senate.gov/filings/public/filing/67865986-bf24-4228-aecd-cde932ec7723/print/
BOUNDARY STONE PARTNERS,Lowe's Companies Inc.,90000,14,2022-Q4,False,0,18404aba-d768-4364-9c9e-0b81a0f82afc,https://lda.senate.gov/filings/public/filing/18404aba-d768-4364-9c9e-0b81a0f82afc/print/
LARRAGAN CREST STRATEGIES,Miccosukee Tribe of Indians of Florida,90000,4,2025-Q2,False,0,d519fcd7-c201-44a8-9119-2f38013ceff8,https://lda.senate.gov/filings/public/filing/d519fcd7-c201-44a8-9119-2f38013ceff8/print/
HOLLAND & KNIGHT LLP,NUFARM AMERICAS INC. (F/K/A NUSEED AMERICAS),90000,17,2022-Q1,False,0,02a06ee5-8431-4517-95f0-b43bbf14c030,https://lda.senate.gov/filings/public/filing/02a06ee5-8431-4517-95f0-b43bbf14c030/print/
VAN SCOYOC ASSOCIATES,PLATFORM SYSTEMS INCORPORATED DBA PLATFORM AEROSPACE,90000,17,2022-Q1,False,0,c5af1383-6ce4-4c8e-b90e-4a228ff78f89,https://lda.senate.gov/filings/public/filing/c5af1383-6ce4-4c8e-b90e-4a228ff78f89/print/
CHECKMATE GOVERNMENT RELATIONS,PROMISE NETWORK INC.,90000,1,2026-Q1,True,0,291f24fe-024a-4c76-a199-2d981fe0ceac,https://lda.senate.gov/filings/public/filing/291f24fe-024a-4c76-a199-2d981fe0ceac/print/
THE MADISON GROUP,Pharos Capital Group,90000,15,2022-Q3,False,0,a785546a-880e-4567-a557-0bdf0934ea2f,https://lda.senate.gov/filings/public/filing/a785546a-880e-4567-a557-0bdf0934ea2f/print/
"BALLARD PARTNERS, LLC",RP LEGAL GROUP,90000,2,2025-Q4,False,0,4799aa9a-9213-46dc-a94e-28dffaa8b62e,https://lda.senate.gov/filings/public/filing/4799aa9a-9213-46dc-a94e-28dffaa8b62e/print/
NATURAL RESOURCE RESULTS LLC,RUFFED GROUSE SOCIETY & AMERICAN WOODCOCK SOCIETY,90000,13,2023-Q1,False,0,44dc22f4-77ab-4ddf-8af6-ad2d3e56bfcc,https://lda.senate.gov/filings/public/filing/44dc22f4-77ab-4ddf-8af6-ad2d3e56bfcc/print/
"GROOM LAW GROUP, CHARTERED","SECURE OUR SAVINGS, INC. (FKA SAVE OUR SAVINGS, INC.)",90000,5,2025-Q1,False,0,94dad2fc-7110-40a3-84f1-edfd8167ccc5,https://lda.senate.gov/filings/public/filing/94dad2fc-7110-40a3-84f1-edfd8167ccc5/print/
BRACEWELL LLP,SHINE Medical Technologies,90000,17,2022-Q1,False,0,948e7ae0-d61a-4e1b-8db3-779ed58b6811,https://lda.senate.gov/filings/public/filing/948e7ae0-d61a-4e1b-8db3-779ed58b6811/print/
