quarter,date,member_name,party,state,chamber,title,url,src_file,src_line
2025-Q3,2025-07-25,Todd Young,Republican,IN,Senate,Young Op-Ed: America needs an aggressive critical minerals strategy,https://www.young.senate.gov/newsroom/press-releases/young-op-ed-america-needs-an-aggressive-critical-minerals-strategy/,congress_press/2025/2025-07.jsonl,3651
2025-Q3,2025-07-28,Adrian Smith,Republican,NE,House,"Smith, Panetta, Reschenthaler Introduce Bipartisan Bill to Boost Critical Mineral Production",https://adriansmith.house.gov/media/press-releases/smith-panetta-reschenthaler-introduce-bipartisan-bill-boost-critical-mineral,congress_press/2025/2025-07.jsonl,3681
2025-Q3,2025-07-29,Mario Diaz-Balart,Republican,FL,House,"Diaz-Balart Secures Funds for the Everglades, the Miccosukee Tribe, and other Southern Florida Priorities in FY 2026 Interior Funding Bill",https://mariodiazbalart.house.gov/media-center/press-releases/diaz-balart-secures-funds-everglades-miccosukee-tribe-and-other,congress_press/2025/2025-07.jsonl,3838
2025-Q3,2025-07-29,Steve Daines,Republican,MT,Senate,Daines in Senate Foreign Relations Committee: We Need to End “Outdated” Jackson-Vanik Trade Restrictions,https://www.daines.senate.gov/2025/07/29/daines-in-senate-foreign-relations-committee-we-need-to-end-outdated-jackson-vanik-trade-restrictions/,congress_press/2025/2025-07.jsonl,3892
2025-Q3,2025-07-30,Andy Barr,Republican,KY,House,Barr Introduces Bold Package to Revitalize and Reset Kentucky Coal,https://barr.house.gov/press-releases?ID=3167EFE1-7717-4979-91A7-4363156B40A1,congress_press/2025/2025-07.jsonl,3997
2025-Q3,2025-07-30,Daniel Meuser,Republican,PA,House,"Congressman Meuser Participates in Energy, Manufacturing, and Rural Opportunity Roundtable in Williamsport",https://meuser.house.gov/media/press-releases/congressman-meuser-participates-energy-manufacturing-and-rural-opportunity,congress_press/2025/2025-07.jsonl,4064
2025-Q3,2025-07-30,John Barrasso,Republican,WY,Senate,Barrasso Questions Senior State Department Official on Opportunities for U.S.-Africa Critical Mineral Partnerships.,https://www.barrasso.senate.gov/barrasso-questions-senior-state-department-official-on-opportunities-for-u-s-africa-critical-mineral-partnerships/,congress_press/2025/2025-07.jsonl,4114
2025-Q3,2025-07-30,John Barrasso,Republican,WY,Senate,Barrasso: Whoever Powers the AI Revolution Will Win the AI Arms Race,https://www.barrasso.senate.gov/barrasso-whoever-powers-the-ai-revolution-will-win-the-ai-arms-race/,congress_press/2025/2025-07.jsonl,4116
2025-Q3,2025-07-30,Steve Daines,Republican,MT,Senate,Daines in Foreign Relations Subcommittee: We Need to End America’s Dependence on Russia’s Critical Minerals,https://www.daines.senate.gov/2025/07/30/daines-in-foreign-relations-subcommittee-we-need-to-end-americas-dependence-on-russias-critical-minerals/,congress_press/2025/2025-07.jsonl,4143
2025-Q3,2025-07-31,"Robert P. Bresnahan, Jr.",Republican,PA,House,"Myriad topics broached at energy, manufacturing roundtable discussion hosted by Penn College",https://bresnahan.house.gov/media/in-the-news/myriad-topics-broached-energy-manufacturing-roundtable-discussion-hosted-penn,congress_press/2025/2025-07.jsonl,4246
2025-Q3,2025-07-31,Daniel Meuser,Republican,PA,House,Congressman Meuser Participates in Critical Minerals Roundtable and Tours Lithium Extraction Facilities in Susquehanna County,https://meuser.house.gov/media/press-releases/congressman-meuser-participates-critical-minerals-roundtable-and-tours-lithium,congress_press/2025/2025-07.jsonl,4283
2025-Q3,2025-07-31,Jeanne Shaheen,Democrat,NH,Senate,"ICYMI: On Bloomberg TV’s Balance of Power, Shaheen Details Her Senate Floor Effort to Block Trump Tariff Taxes from Taking Effect, Highlights Trade War Harms to Families and Businesses",https://www.shaheen.senate.gov/news/press/icymi-on-bloomberg-tvs-balance-of-power-shaheen-details-her-senate-floor-effort-to-block-trump-tariff-taxes-from-taking-effect-highlights-trade-war-harms-to-families-and-businesses,congress_press/2025/2025-07.jsonl,4415
2025-Q3,2025-08-01,John Barrasso,Republican,WY,Senate,"Barrasso Questions HHS, USTR Nominees on Rural Health and America’s Critical Energy Supply Chain",https://www.barrasso.senate.gov/barrasso-questions-hhs-ustr-nominees-on-rural-health-and-americas-critical-energy-supply-chain/,congress_press/2025/2025-08.jsonl,100
2025-Q3,2025-08-04,Mike Thompson,Democrat,CA,House,THOMPSON MARKS OPENING OF CALISTOGA RESILIENCY CENTER,https://mikethompson.house.gov/newsroom/press-releases/thompson-marks-opening-calistoga-resiliency-center,congress_press/2025/2025-08.jsonl,277
2025-Q3,2025-08-04,Steve Daines,Republican,MT,Senate,Daines Touts Big Beautiful Bill Wins for Montana Servicemembers During Visit to Malmstrom Air Force Base,https://www.daines.senate.gov/2025/08/04/daines-touts-big-beautiful-bill-wins-for-montana-servicemembers-during-visit-to-malmstrom-air-force-base/,congress_press/2025/2025-08.jsonl,310
2025-Q3,2025-08-06,Patty Murray,Democrat,WA,Senate,"Senator Murray, Longtime PNNL and Hanford Leaders Discuss How Republican Budget Cuts Would Be Devastating for PNNL, Hanford, and LIGO",https://www.murray.senate.gov/senator-murray-longtime-pnnl-and-hanford-leaders-discuss-how-republican-budget-cuts-would-be-devastating-for-pnnl-hanford-and-ligo/,congress_press/2025/2025-08.jsonl,581
2025-Q3,2025-08-08,Steve Daines,Republican,MT,Senate,Daines Previews Signing of Historic Peace Agreement between Armenia and Azerbaijan on Fox News,https://www.daines.senate.gov/2025/08/08/daines-previews-signing-of-historic-peace-agreement-between-armenia-and-azerbaijan-on-fox-news/,congress_press/2025/2025-08.jsonl,832
2025-Q3,2025-08-08,John W. Hickenlooper,Democrat,CO,Senate,"Hickenlooper, Colleagues Introduce Bill to Reverse Republicans’ Reckless Attack on Clean Energy, Lower the Cost of Electricity",https://www.hickenlooper.senate.gov/press_releases/hickenlooper-colleagues-introduce-bill-to-reverse-republicans-reckless-attack-on-clean-energy-lower-the-cost-of-electricity/,congress_press/2025/2025-08.jsonl,844
2025-Q3,2025-08-11,Linda T. Sánchez,Democrat,CA,House,"Sánchez, colleagues call for transparency in Congo critical minerals agreement",https://lindasanchez.house.gov/media-center/press-releases/sanchez-colleagues-call-transparency-congo-critical-minerals-agreement,congress_press/2025/2025-08.jsonl,925
2025-Q3,2025-08-11,Susie Lee,Democrat,NV,House,"Congresswoman Lee Celebrates Multibillion-Dollar Federal Investment into MP Materials, Las Vegas-Based Critical Mineral Company",https://susielee.house.gov/media/press-releases/congresswoman-lee-celebrates-multibillion-dollar-federal-investment-mp,congress_press/2025/2025-08.jsonl,943
2025-Q3,2025-08-13,Julie Fedorchak,Republican,ND,House,"Fedorchak joins Secretary Wright, Senator Hoeven, Governor Armstrong to spotlight North Dakota’s role in strengthening U.S. energy dominance",https://fedorchak.house.gov/media/press-releases/fedorchak-joins-secretary-wright-senator-hoeven-governor-armstrong-spotlight,congress_press/2025/2025-08.jsonl,1090
2025-Q3,2025-08-13,Gary C. Peters,Democrat,MI,Senate,"Senator Peters Helps Advance Defense Appropriations Bill, Secures Key Provisions to Bolster Michigan Military Installations, Strengthen National Security",https://www.peters.senate.gov/newsroom/press-releases/senator-peters-helps-advance-defense-appropriations-bill-secures-key-provisions-to-bolster-michigan-military-installations-strengthen-national-security,congress_press/2025/2025-08.jsonl,1159
2025-Q3,2025-08-14,Mariannette Miller-Meeks,Republican,IA,House,"Miller-Meeks, Energy Secretary Spotlight One Big Beautiful Bill, Critical Materials and U.S. Energy Security",https://millermeeks.house.gov/media/press-releases/miller-meeks-energy-secretary-spotlight-one-big-beautiful-bill-critical,congress_press/2025/2025-08.jsonl,1204
2025-Q3,2025-08-15,Mario Diaz-Balart,Republican,FL,House,ICYMI: Diaz-Balart Secures $461 Million in Critical Funding for Everglades Restoration and Preservation,https://mariodiazbalart.house.gov/media-center/press-releases/icymi-diaz-balart-secures-461-million-critical-funding-everglades,congress_press/2025/2025-08.jsonl,1318
2025-Q3,2025-08-15,W. Gregory Steube,Republican,FL,House,Reps. Steube and Golden Introduce Secure Trade Act,https://steube.house.gov/press-releases/reps-steube-and-golden-introduce-secure-trade-act/,congress_press/2025/2025-08.jsonl,1338
2025-Q3,2025-08-18,Dan Sullivan,Republican,AK,Senate,"Sullivan on Face the Nation: Alaska is the Center of America’s Security, Energy, and Arctic Future",https://www.sullivan.senate.gov/newsroom/press-releases/sullivan-on-face-the-nation-alaska-is-the-center-of-americas-security-energy-and-arctic-future,congress_press/2025/2025-08.jsonl,1460
2025-Q3,2025-08-19,Susie Lee,Democrat,NV,House,"ICYMI: “This is a Game Changer”: Congresswoman Lee Celebrates Multibillion-Dollar Federal Investment into MP Materials, Las Vegas-Based Critical Mineral Company",https://susielee.house.gov/media/press-releases/icymi-game-changer-congresswoman-lee-celebrates-multibillion-dollar-federal,congress_press/2025/2025-08.jsonl,1510
2025-Q3,2025-08-27,Ruben Gallego,Democrat,AZ,Senate,Gallego Backs Bill to Reverse GOP Energy Tax Hike and Cut Americans’ Electricity Costs,https://www.gallego.senate.gov/news/press-releases/gallego-backs-bill-to-reverse-gop-energy-tax-hike-and-cut-americans-electricity-costs/,congress_press/2025/2025-08.jsonl,2127
2025-Q3,2025-09-02,Christopher H. Smith,Republican,NJ,House,"Breitbart article on Smith-Moolenaar letter'EXCLUSIVE: House China Committee Chairs Urge State Dept. to Distinguish Somaliland, Strengthen U.S. Ties and Counter Chinese Influence'",https://chrissmith.house.gov/news/documentsingle.aspx?DocumentID=414954,congress_press/2025/2025-09.jsonl,26
2025-Q3,2025-09-03,Nicholas J. Begich III,Republican,AK,House,House Passes Congressman Begich’s Resolution to Overturn Central Yukon Land Restrictions,https://begich.house.gov/media/press-releases/house-passes-congressman-begichs-resolution-overturn-central-yukon-land,congress_press/2025/2025-09.jsonl,128
2025-Q3,2025-09-03,Christopher H. Smith,Republican,NJ,House,"Highlighting Somaliland’s efforts to combat China’s influence in the regionSmith, Moolenaar send letter to Sec. Rubio imploring State Department to distinguish Somaliland from the Federal Republic of Somalia in its travel advisory report",https://chrissmith.house.gov/news/documentsingle.aspx?DocumentID=414952,congress_press/2025/2025-09.jsonl,136
2025-Q3,2025-09-03,Christopher H. Smith,Republican,NJ,House,Horn Diplomat article on Smith-Moolenaar letter'U.S. Lawmakers Urge Separate Somaliland Travel Advisory to Counter China',https://chrissmith.house.gov/news/documentsingle.aspx?DocumentID=414956,congress_press/2025/2025-09.jsonl,137
2025-Q3,2025-09-03,Pete Stauber,Republican,MN,House,"Stauber Leads Subcommittee Hearing on Series of Pro-Mining Bills, Including His Legislation to Codify Trump’s Mining Executive Orders",https://stauber.house.gov/media/press-releases/stauber-leads-subcommittee-hearing-series-pro-mining-bills-including-his,congress_press/2025/2025-09.jsonl,234
2025-Q3,2025-09-04,Tom Cole,Republican,OK,House,"Cole Votes in Favor of Fiscal Year 2026 Energy and Water Appropriations Bill, Unleashing American Energy Dominance",https://cole.house.gov/media/press-releases/cole-votes-favor-fiscal-year-2026-energy-and-water-appropriations-bill,congress_press/2025/2025-09.jsonl,359
2025-Q3,2025-09-04,Vince Fong,Republican,CA,House,Congressman Fong Secures Vital Water and Energy Resources for CA-20 in Initial Funding Legislation,https://fong.house.gov/media/press-releases/congressman-fong-secures-vital-water-and-energy-resources-ca-20-initial,congress_press/2025/2025-09.jsonl,373
2025-Q3,2025-09-04,Scott Franklin,Republican,FL,House,Franklin Votes to Advance Energy Independence and Secure Strategic Water Infrastructure,https://franklin.house.gov/news/documentsingle.aspx?DocumentID=1685,congress_press/2025/2025-09.jsonl,374
2025-Q3,2025-09-04,Mario Diaz-Balart,Republican,FL,House,Everglades Restoration Funding Secured by Díaz-Balart Moves Forward,https://mariodiazbalart.house.gov/media-center/press-releases/everglades-restoration-funding-secured-diaz-balart-moves-forward,congress_press/2025/2025-09.jsonl,411
2025-Q3,2025-09-04,Michael T. McCaul,Republican,TX,House,McCaul Votes for Energy and Water Development Appropriations Act,https://mccaul.house.gov/media-center/press-releases/mccaul-votes-energy-and-water-development-appropriations-act,congress_press/2025/2025-09.jsonl,415
2025-Q3,2025-09-04,Gregory F. Murphy,Republican,NC,House,Murphy Applauds Passage of Energy and Water Development Appropriations,https://murphy.house.gov/media/press-releases/murphy-applauds-passage-energy-and-water-development-appropriations,congress_press/2025/2025-09.jsonl,423
2025-Q3,2025-09-04,Dan Newhouse,Republican,WA,House,"Newhouse Votes for American Energy Dominance, Historic Nuclear Investments",https://newhouse.house.gov/media-center/press-releases/newhouse-votes-american-energy-dominance-historic-nuclear-investments,congress_press/2025/2025-09.jsonl,426
2025-Q3,2025-09-04,Riley M. Moore,Republican,WV,House,Rep. Moore's Amendment Restores Funding for Appalachian Regional Commission in Energy and Water Appropriations Bill,https://rileymoore.house.gov/media/press-releases/rep-moores-amendment-restores-funding-appalachian-regional-commission-energy,congress_press/2025/2025-09.jsonl,440
2025-Q3,2025-09-04,Richard J. Durbin,Democrat,IL,Senate,Durbin Introduces Legislation To Invest In A Clean Climate Future And Spur Job Creation,https://www.durbin.senate.gov/newsroom/press-releases/durbin-introduces-legislation-to-invest-in-a-clean-climate-future-and-spur-job-creation,congress_press/2025/2025-09.jsonl,496
2025-Q3,2025-09-05,Barry Moore,Republican,AL,House,Rep. Barry Moore votes in support of the 2026 Energy and Water Development Appropriations Act,https://barrymoore.house.gov/media/press-releases/rep-barry-moore-votes-support-2026-energy-and-water-development-appropriations,congress_press/2025/2025-09.jsonl,557
2025-Q3,2025-09-05,Russ Fulcher,Republican,ID,House,Fulcher Votes to Advance Energy and Water Appropriations Bill,https://fulcher.house.gov/2025/09/05/id-40c1e1a1-614c-435c-b2a6-d5d52cb5c65f/,congress_press/2025/2025-09.jsonl,586
2025-Q3,2025-09-05,Kirsten E. Gillibrand,Democrat,NY,Senate,"In Rome, Gillibrand Tours Indium Corporation, Highlights The Work Of Local Manufacturing Extension Partnership",https://www.gillibrand.senate.gov/news/press/release/in-rome-gillibrand-tours-indium-corporation-highlights-the-work-of-local-manufacturing-extension-partnership/,congress_press/2025/2025-09.jsonl,687
2025-Q3,2025-09-10,Vern Buchanan,Republican,FL,House,Eight Buchanan Amendments Pass House to Strengthen Military Readiness and Counter Adversaries,https://buchanan.house.gov/2025/9/eight-buchanan-amendments-pass-house-to-strengthen-military-readiness-and-counter-adversaries,congress_press/2025/2025-09.jsonl,1120
2025-Q3,2025-09-10,Kevin Mullin,Democrat,CA,House,Rep. Mullin Announces Amendments Offered for National Defense Authorization Act,https://kevinmullin.house.gov/2025/09/10/rep-mullin-announces-amendments-offered-for-national-defense-authorization-act/,congress_press/2025/2025-09.jsonl,1192
2025-Q3,2025-09-10,Morgan Luttrell,Republican,TX,House,Luttrell Applauds House Passage of FY26 NDAA,https://luttrell.house.gov/media/press-releases/luttrell-applauds-house-passage-fy26-ndaa,congress_press/2025/2025-09.jsonl,1201
2025-Q3,2025-09-10,Elise M. Stefanik,Republican,NY,House,Stefanik Secures Historic Results for New York 21 in National Defense Bill,https://stefanik.house.gov/2025/9/stefanik-secures-historic-results-for-new-york-21-in-national-defense-bill,congress_press/2025/2025-09.jsonl,1257
2025-Q3,2025-09-11,Kat Cammack,Republican,FL,House,Cammack Votes to Pass FY2026 NDAA,https://cammack.house.gov/media/press-releases/cammack-votes-pass-fy2026-ndaa,congress_press/2025/2025-09.jsonl,1389
2025-Q3,2025-09-11,Claudia Tenney,Republican,NY,House,Congresswoman Tenney Supports FY26 NDAA Delivering on Trump’s Peace Through Strength Agenda,https://tenney.house.gov/media/press-releases/congresswoman-tenney-supports-fy26-ndaa-delivering-trumps-peace-through,congress_press/2025/2025-09.jsonl,1537
2025-Q3,2025-09-12,Ami Bera,Democrat,CA,House,Bera Urges Decisive Action to Respond to Ebola Outbreak in the Democratic Republic of the Congo (DRC),https://bera.house.gov/news/press-releases/bera-urges-decisive-action-to-respond-to-ebola-outbreak-in-the-democratic-republic-of-the-congo-drc,congress_press/2025/2025-09.jsonl,1655
